Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
861600;0;76417666;9;STUDIO 62 SPA;SAN DIEGO;2290;LOCAL;COMERCIAL;10-09-2014;CASA MATRIZ ;VENTA DE JEANS, ROPA DE MUJERES, ACCESORIOS, CARTERAS, ROPA EN GENERAL;DEFINITIVA;17-09-2014;17-09-2015;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;22293;GIRADO
870265;9;76417734;7;IMPORTADORA Y COMERCIALIZADORA XIMAX LIMITADA;AHUMADA;131;OFICINA;COMERCIAL;22-08-2014;CASA MATRIZ ;OFICINA ADMINSTRATIVA DE VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y RELACIONADOS;DEFINITIVA;07-10-2015;06-10-2016;VIGENTE;514320;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y RELACIONADOS;26206;PAGADO
862093;8;76417751;7;SBP CONSULTORES SPA;SAN ANTONIO;378;OFICINA;COMERCIAL;28-08-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE CONSULTORA;DEFINITIVA;10-10-2014;10-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
859122;9;76417770;3;CAD INGENIERIA S A;SAN ISIDRO;255;OFICINA;COMERCIAL;27-06-2013;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS DE INGENIERIA;DEFINITIVA;20-05-2014;20-05-2015;VIGENTE;742141;SERVICIOS DE INGENIERÍA PRESTADOS POR EMPRESAS N.C.P.;22293;PAGADO
862150;0;76417806;8;COMERCIALIZADORA CASIMIRO LIMITDA;CHACABUCO;9;OFICINA;COMERCIAL;03-09-2014;CASA MATRIZ ;EXPENDIO DE ABARROTES, BEBIDAS, HELADOS ENVASADOS DE FAB. AUTORIZADAS, FRUTAS Y VERDURAS;DEFINITIVA;15-10-2014;15-10-2015;VIGENTE;512290;VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.P.;127655;PAGADO
861350;8;76417849;1;COMERCIALIZADORA GUSVANI LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;01-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE VENTA AL POR MENOR A EMPRESAS DE VENTA A DISTANCIA POR INTERNET;DEFINITIVA;03-09-2014;03-09-2015;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET;22293;GIRADO
860470;3;76417919;6;SERVICIOS HOTELEROS CASALTURA LTDA;SAN ANTONIO;797;LOCAL;COMERCIAL;12-09-2014;SUCURSAL EN LA COMUNA ;RESTAURANT COMERCIAL;DEFINITIVA;01-08-2014;01-08-2015;VIGENTE;552010;RESTAURANTES;78538;PAGADO
867852;9;76418061;5;M & S LTDA.;ALAMEDA L. BERNARDO OHIGGINS;3027;LOCAL;COMERCIAL;30-05-2015;SUCURSAL EN OTRA COMUNA ;VENTA DE JUGUETES, ACCESORIOS, ELECTRONICA Y BAZAR;DEFINITIVA;08-07-2015;07-07-2016;VIGENTE;523310;VENTA AL POR MENOR DE ARTÍCULOS ELECTRODOMÉSTICOS Y ELECTRÓNICOS PARA EL HOGAR;57900;GIRADO
866370;K;76418656;7;COMERCIAL AMIGU INTERNATIONAL HOLDING LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;3083;HASTA;COMERCIAL;04-05-2015;CASA MATRIZ ;COMPRA Y VENTA POR MAYOR Y DETALLE DE CARTERAS, BOLSOS, VESTUARIOS EN GENERAL ADULTOS Y NIÑOS;DEFINITIVA;06-05-2015;05-05-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;123628;PAGADO
873274;4;76418656;7;COMERCIAL AMIGU INTERNATIONAL HOLDING LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;3083;PISO;COMERCIAL;13-01-2016;SUCURSAL EN LA COMUNA ;VENTA POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;PROVISORIA;14-01-2016;13-01-2017;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;46753;PAGADO
869001;4;76418754;7;INVERSIONES GASTRONOMICAS LIMITADA;SERRANO;161;HASTA;COMERCIAL;29-12-2014;SUCURSAL EN LA COMUNA ;FUENTE DE SODA;DEFINITIVA;21-08-2015;20-08-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);60154;PAGADO
870713;8;76418754;7;INVERSIONES GASTRONOMICAS LIMITADA;SERRANO;161;HASTA;COMERCIAL;15-05-2015;SUCURSAL EN LA COMUNA ;RESTAURANT COMERCIAL;DEFINITIVA;21-10-2015;20-10-2016;VIGENTE;552010;RESTAURANTES;26805;PAGADO
868448;0;76418756;3;FILLOL Y BARAHONA SPA;AHUMADA;370;OFICINA;COMERCIAL;29-12-2014;CASA MATRIZ ;OFICINA OBRAS MENORES;DEFINITIVA;31-07-2015;30-07-2016;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);72378;PAGADO
868015;9;76418759;8;SOCIEDAD PRONTO EQUIPOS SPA;NATANIEL COX;1935;LOCAL;COMERCIAL;03-02-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;15-07-2015;14-07-2016;VIGENTE;712200;ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCIÓN E INGENIERÍA CIVIL;69046;GIRADO
869996;8;76418888;8;INVERSIONES CVE LIMITADA;MONJITAS;550;OFICINA;COMERCIAL;30-12-2014;CASA MATRIZ ;OFICINA DE SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;PROVISORIA;30-09-2015;29-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;3643619;GIRADO
866612;1;76418941;8;FCS. CONSULTORES LIMITADA;SAN ANTONIO;378;OFICINA;COMERCIAL;04-12-2014;CASA MATRIZ ;CONSULTORIA Y ASESORIAS EM MANTERIAS DE GESTIÓN EMPRESARIAL;DEFINITIVA;18-05-2015;17-05-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
867113;3;76419036;K;RED CONFIANZA S.A.;HUERFANOS;670;OFICINA;COMERCIAL;31-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIAS A EMPRESAS Y ASESORIA EN MATERIA DE GESTION;DEFINITIVA;08-06-2015;07-06-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;1713088;PAGADO
870553;4;76419332;6;PERSOPOLIS SPA;SAN ANTONIO;19;OFICINA;COMERCIAL;03-09-2014;CASA MATRIZ ;OFICINA ADMINISTRA DE COMERCIO ELECTRONICO;DEFINITIVA;16-10-2015;15-10-2016;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;22293;PAGADO
869280;7;76419445;4;TRANSPORTES MAS LIMITADA;HUERFANOS;786;OFICINA;COMERCIAL;26-08-2014;CASA MATRIZ ;OFICINA DE TRANSPORTE DE CARGA POR CARRETERA;PROVISORIA;02-09-2015;01-09-2016;VIGENTE;602300;TRANSPORTE DE CARGA POR CARRETERA;0;PAGADO
862063;6;76419453;5;RELIM ASEO LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;01-09-2014;CASA MATRIZ ;OF. SERVICIOS DE ASEO A OFICINAS, EDIFICIOS Y CASAS PARTICULARES;DEFINITIVA;09-10-2014;09-10-2015;VIGENTE;749310;EMPRESAS DE LIMPIEZA DE EDIFICIOS RESIDENCIALES Y NO RESIDENCIALES;24856;PAGADO
861987;5;76419496;9;REMOTEANDO.CL EIRL;SAN ANTONIO;19;OFICINA;COMERCIAL;27-08-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE SERVICIOS INFORMATICOS;DEFINITIVA;07-10-2014;07-10-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;22293;PAGADO
863259;6;76419499;3;ARMA TU LISTA UTILES ESCOLARES LIMITADA;SANTA ELENA;1761;LOCAL;COMERCIAL;19-11-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE SERVICIOS DE VENTA DE LISTA DE ARTICULOS ESCOLARES;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;525990;OTROS TIPOS DE VENTA AL POR MENOR NO REALIZADA EN ALMACENES N.C.P.;22293;PAGADO
872163;7;76419576;0;EMILIO COSIMO PANCANI CORVALAN EIRL;RIQUELME;758;LOCAL;COMERCIAL;22-12-2014;CASA MATRIZ ;EXEPNDIO DE MASAS DULCES  HORNEADAS, PASTELES, PAN DE FAB. AUTORIZADAS, BEBIDAS, EXEPNDIO DE TE Y CAFE EN TERMOS SELLADOS;PROVISORIA;14-12-2015;13-12-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);69046;GIRADO
864220;6;76419639;2;CONSULTORA MAT SERVICE LIMITADA;MATIAS COUSIÑO;82;OFICINA;COMERCIAL;02-01-2015;CASA MATRIZ ;OFICINA DE PRESTACION DE SERVICIOS, ASESORIAS Y CONSULTORIAS EN PROYECTOS INFORMATICOS;DEFINITIVA;27-01-2015;27-01-2016;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;69046;PAGADO
864076;9;76419685;6;COMERCIAL LUCERO LIMITADA;AVENIDA DIEZ DE JULIO HUAMACHUCO;318;LOCAL;COMERCIAL;05-01-2015;CASA MATRIZ ;VENTA DE REPUESTOS Y ACCESORIOS DE AUTOMOVILES;DEFINITIVA;20-01-2015;20-01-2016;VIGENTE;503000;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHÍCULOS AUTOMOTORES;86959;PAGADO
872377;K;76419735;6;GEOGLOBE CONSULTORES SPA;MONEDA;920;OFICINA;COMERCIAL;05-01-2015;CASA MATRIZ ;SERVICIOS JURIDICOS DE ASESORAMIENTO EMPRESARIAL;PROVISORIA;18-12-2015;17-12-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;GIRADO
866837;K;76419746;1;TRABAJOS REFRACTARIOS CHILE SPA;ALAMEDA L. BERNARDO OHIGGINS;949;OFICINA;COMERCIAL;05-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE FABRICACION DE HORNOS REFRACTARIOS EN TERRENO;DEFINITIVA;27-05-2015;26-05-2016;VIGENTE;231000;FABRICACIÓN DE PRODUCTOS DE HORNOS COQUE;69046;GIRADO
868488;K;76419928;6;PUBLICIDAD DISEÑO Y EVENTOS RIDERELLI LIMITADA;GORBEA;2956;LOCAL;COMERCIAL;07-07-2015;CASA MATRIZ ;OFICINA DE DISEÑO Y PUBLICIDAD;DEFINITIVA;03-08-2015;02-08-2016;VIGENTE;743001;EMPRESAS DE PUBLICIDAD;123628;GIRADO
867769;7;76419950;2;DISTRIBUIDORA Y COMERCIAL MADE LIMITADA;BOMBERO AUGUSTO SALAS;1369;OFICINA;COMERCIAL;14-12-2005;CASA MATRIZ ;OFICINA DE LOGISTICA Y TECNOLOGIA;DEFINITIVA;03-07-2015;02-07-2016;VIGENTE;602300;TRANSPORTE DE CARGA POR CARRETERA;1094021;GIRADO
873383;K;76420022;5;CULTIMED SPA;ROBERTO ESPINOZA;914;OFICINA;COMERCIAL;13-01-2016;SUCURSAL EN OTRA COMUNA ;DISTRIBUCION POR MAYOR Y DETALLE DE SEMILLAS, FERTILIZANTES, ARMARIOS DE CULTIVOS;PROVISORIA;18-01-2016;17-01-2017;VIGENTE;523992;VENTA AL POR MENOR DE FLORES, PLANTAS, ÁRBOLES, SEMILLAS, ABONOS;56042;PAGADO
868025;6;76420075;6;AM-HOME SPA;HUERFANOS;1160;OFICINA;COMERCIAL;23-03-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CORREDORES DE PROPIEDADES;DEFINITIVA;17-07-2015;16-07-2016;VIGENTE;702000;CORREDORES DE PROPIEDADES;69046;GIRADO
873264;7;76420109;4;DAYDREAMERS S.P.A.;HUERFANOS;1055;OFICINA;COMERCIAL;24-03-2015;CASA MATRIZ ;OFICINA DE ACTIVIDADES EMPRESARIALES DE ARTISTAS.;PROVISORIA;13-01-2016;12-01-2017;VIGENTE;921420;ACTIVIDADES EMPRESARIALES DE ARTISTAS;22293;GIRADO
863257;K;76420161;2;SERVICIOS Y CONTRUCCION PATRICIO A. ARACENA G.EIRL;GARCIA REYES;1063;DEPTO;COMERCIAL;02-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE OBRAS MENORES DE CONSTRUCCION;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);69046;GIRADO
865865;K;76420427;1;RS AUDITORES SPA;AVENIDA ALMIRANTE BLANCO ENCALADA;1797;DEPTO;COMERCIAL;16-09-2014;CASA MATRIZ ;SERVICIOS DE CONTABILIDAD, AUDITORIA Y CORRETAJE DE PROPIEDADES;DEFINITIVA;13-04-2015;12-04-2016;VIGENTE;671929;EMPRESAS DE ASESORÍA, CONSULTORÍA FINANCIERA Y DE APOYO AL GIRO;22293;GIRADO
871101;1;76420485;9;DISTRIBUIDORA MARIO ANDRES GONZALEZ VALDEBENITO E.I.R.L.;JOFRE;367;DEPTO;COMERCIAL;09-09-2015;CASA MATRIZ ;ALMACEN CON EXPENDIO DE ABARROTES, ALIMENTOS CONGELADOS,HELADOS, BEBIDAS ANALCOHOLICAS, FRUTAS, VERDURAS;PROVISORIA;04-11-2015;03-11-2016;VIGENTE;521120;ALMACENES PEQUENOS (VENTA DE ALIMENTOS);69046;PAGADO
863278;2;76420513;8;COMERCIALIZADORA JABATO LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;29-08-2014;CASA MATRIZ ;DOMCILIO POSTAL TRIBUTARIO DE COMERCIALIZADORA DE ARTICULOS DE CAZA Y PESCA;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;523924;COMERCIO DE ARTÍCULOS DE SUMINISTROS DE OFICINAS Y ARTÍCULOS DE ESCRITORIO EN GENERAL;22293;GIRADO
862072;5;76420615;0;ACPROYECTOS E.I.R.L.;MERCED;838;LETRA;COMERCIAL;05-09-2014;CASA MATRIZ ;OBRAS MENORES;DEFINITIVA;09-10-2014;09-10-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;GIRADO
867234;2;76420663;0;CONSULTORA VOLNEY GERARDO VASQUEZ H. EIRL;SANTA ROSA;79;OFICINA;COMERCIAL;14-09-2014;CASA MATRIZ ;OFICINA DE CAPACITACION;PROVISORIA;11-06-2015;10-06-2016;VIGENTE;809041;EDUCACIÓN A DISTANCIA (INTERNET, CORRESPONDENCIA, OTRAS);22293;PAGADO
867232;6;76420664;9;SOCIEDAD EDUCACIONAL PROMONDO LIMITADA;SANTA ROSA;79;OFICINA;COMERCIAL;01-09-2014;CASA MATRIZ ;OFICINA DE CAPACITACION;PROVISORIA;11-06-2015;10-06-2016;VIGENTE;809041;EDUCACIÓN A DISTANCIA (INTERNET, CORRESPONDENCIA, OTRAS);22293;PAGADO
867230;K;76420665;7;SOCIEDAD DE INVERSIONES BISHAMONTEN LIMITADA;SANTA ROSA;79;OFICINA;COMERCIAL;01-09-2014;CASA MATRIZ ;OFICINA DE INVERSIONES;PROVISORIA;11-06-2015;10-06-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;32135;PAGADO
863484;K;76420834;K;ASESORIAS AMBIENTALES ALEJANDRO SEGURA UAUY SPA;SANTO DOMINGO;1160;OFICINA;COMERCIAL;01-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CONSULTORIAS Y ASESORIAS AMBIENTALES;DEFINITIVA;16-12-2014;16-12-2015;VIGENTE;452020;OBRAS DE INGENIERÍA;153605;PAGADO
868201;1;76420926;5;COMERCIAL MONKEY LTDA;LORD COCHRANE;796;DEPTO;COMERCIAL;01-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE DISTRIBUCIÓN;DEFINITIVA;24-07-2015;23-07-2016;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET;69046;GIRADO
847118;5;76421014;7;INV. JORGE ABRAHAM VEGA SANDOVAL EIRL;CUEVAS;1818;DEPTO;COMERCIAL;04-09-2014;CASA MATRIZ ;EXPENDIO DE BEBIDAS ANALCOHOLICAS,  CONFITES, CIGARRILLOS Y OTROS;DEFINITIVA;02-08-2012;02-08-2013;VIGENTE;521112;ALMACENES MEDIANOS (VENTA DE ALIMENTOS);69046;PAGADO
862504;2;76421062;K;B4B GESTION Y ASESORIA DIGITAL LIMITADA;MERCED;838;OFICINA;COMERCIAL;22-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIA DIGITAL;DEFINITIVA;03-11-2014;03-11-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;28144;GIRADO
863993;0;76421117;0;INVERSIONES FEDER LIMITADA;VICTORIA;480;PISO;COMERCIAL;06-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;14-01-2015;14-01-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;183452;PAGADO
872070;3;76421173;1;INVERSIONES METALES DEL SUR LIMITADA;HUERFANOS;786;OFICINA;COMERCIAL;07-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA;PROVISORIA;10-12-2015;09-12-2016;VIGENTE;523950;COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA, FANTASÍAS Y RELOJERÍAS;37364;PAGADO
872606;K;76421195;2;PRODUCCIONES AUDIOVISUALES GOMEZ DIAZ LIMITADA;SAN DIEGO;246;PISO;COMERCIAL;07-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE PRODUCCIONES AUDIOVISUALES, EDUCACIONALES, CORPORATIVAS Y ARTISTICAS, DIGITALIZACION DE DOCUMENTOS Y FOTOGRAFIA  PUBLICITARIA PILOTOS DE TV.;PROVISORIA;23-12-2015;22-06-2016;VIGENTE;921110;PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS;22293;GIRADO
869036;7;76421239;8;TRANSPORTES SALABERRY HERMANAS LIMITADA;GAY;2539;PISO;COMERCIAL;07-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE TRANSPORTE DE CARGA TERRESTRE;DEFINITIVA;24-08-2015;23-08-2016;VIGENTE;602300;TRANSPORTE DE CARGA POR CARRETERA;22293;PAGADO
871490;8;76421255;K;GRUPO GAILLARD SPA.;GRAJALES;3050;PISO;COMERCIAL;12-11-2015;SUCURSAL EN OTRA COMUNA ;VENTA DE ARTICULOS DE OFICINA,  ESCOLARES, LIBRERIA, JUGUETERIA Y FOTOCOPIAS;PROVISORIA;17-11-2015;16-11-2016;VIGENTE;523924;COMERCIO DE ARTÍCULOS DE SUMINISTROS DE OFICINAS Y ARTÍCULOS DE ESCRITORIO EN GENERAL;50469;GIRADO
871491;6;76421255;K;GRUPO GAILLARD SPA.;SAZIE;2930;LOCAL;COMERCIAL;12-11-2015;SUCURSAL EN LA COMUNA ;VENTA DE ARTICULOS DE OFICINA, ESCOLARES, LIBRERIA, JUGUETERIA Y FOTOCOPIAS;PROVISORIA;17-11-2015;16-05-2016;VIGENTE ;523924;COMERCIO DE ARTÍCULOS DE SUMINISTROS DE OFICINAS Y ARTÍCULOS DE ESCRITORIO EN GENERAL;47208;GIRADO
871014;7;76421274;6;HOSPITAL HOUSEKEEPING SYSTEMS CHILE SPA;MATIAS COUSIÑO;82;OFICINA;COMERCIAL;08-01-2015;CASA MATRIZ ;OFICINA DE PROVISION DE PERSONAL PARA HOSPITAL CLINICO PARA DESEMPEÑAR LABORES DE ASEO;PROVISORIA;02-11-2015;01-11-2016;VIGENTE;749110;SERVICIOS SUMINISTRO DE PERSONAL;69046;PAGADO
868575;4;76421320;3;CAPACITACION USACH CIA. LTDA.;ALAMEDA L. BERNARDO OHIGGINS;2229;OFICINA;COMERCIAL;03-08-2015;SUCURSAL EN LA COMUNA ;OFICINA DE SERVICIOS DE CAPACITACION;PROVISORIA;05-08-2015;04-08-2016;VIGENTE;802200;ESTABLECIMIENTOS DE ENSEÑANZA SECUNDARIA DE FORMACIÓN TÉCNICA Y PROFESIONAL;397106;GIRADO
863992;2;76421323;8;INVERSIONES SCHILLING SPA;VICTORIA;480;OFICINA;COMERCIAL;08-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE INVERSIONES;DEFINITIVA;14-01-2015;14-01-2016;VIGENTE;659290;OTROS INSTITUCIONES FINANCIERAS N.C.P.;86959;PAGADO
865196;5;76421454;4;COMERCIALIZADORA EXPORT. E IMPORTADORA EDMY LTDA;AHUMADA;341;LOCAL;COMERCIAL;09-03-2015;SUCURSAL EN LA COMUNA ;ARTICULOS DE JOYERIA, RELOJERIA FANTASIAS;DEFINITIVA;09-03-2015;08-03-2016;VIGENTE;523950;COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA, FANTASÍAS Y RELOJERÍAS;66856;PAGADO
864334;2;76421463;3;INMOBILIARIA E INVERSIONES Y ASES. SPARKLET SPA;HUERFANOS;1160;OFICINA;COMERCIAL;09-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE ARRIENDO DE DEPARTAMENTOS AMOBLADOS;DEFINITIVA;30-01-2015;30-01-2016;VIGENTE;701001;ARRIENDO DE INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;22293;GIRADO
865623;1;76421485;4;SEGURIDAD JOSE ALFREDO COFRE WALL EIRL;SAN ANTONIO;427;OFICINA;COMERCIAL;24-03-2015;CASA MATRIZ ;OFICINA DE SERVICIOS DE SEGURIDAD INTEGRAL, LIMPIEZA DE EDIFICIOS Y RESIDENCIALES Y NO RESIDENCIALES;PROVISORIA;30-03-2015;29-03-2016;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;69046;GIRADO
869901;1;76421488;9;CAMILO GUTIERREZ S. VIDRIOS Y ALUMINIOS EIRL;AVENIDA DIEZ DE JULIO HUAMACHUCO;156;LOCAL;COMERCIAL;23-03-2015;CASA MATRIZ ;COMPRA VENTA DE VIDRIOS Y ALUMINIOS E INSTALACIONES EN TERRENO;DEFINITIVA;28-09-2015;27-09-2016;VIGENTE;523430;COMERCIO AL POR MENOR DE PRODUCTOS DE VIDRIO;69046;PAGADO
865734;3;76421551;6;JOYAS DIAMOND LIMITADA;VEINTIUNO DE MAYO;583;LOCAL;COMERCIAL;25-03-2015;CASA MATRIZ ;JOYERIA, FANTASIA Y RELOJERIA;DEFINITIVA;02-04-2015;01-04-2016;VIGENTE;523950;COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA, FANTASÍAS Y RELOJERÍAS;69046;PAGADO
866313;0;76421635;0;IMPRESIONES KOPIGEX LIMITADA;HUERFANOS;1055;OFICINA;COMERCIAL;27-03-2015;CASA MATRIZ ;SERVICIOS DE IMPRESION, AMPLIACIONES DE FOTOGRAFIAS;PROVISORIA;04-05-2015;03-05-2016;VIGENTE;749401;SERVICIOS DE REVELADO, IMPRESIÓN, AMPLIACIÓN DE FOTOGRAFÍAS;22293;PAGADO
867840;5;76421671;7;FRYT SPA;VICTORIA;658;LOCAL;COMERCIAL;29-03-2015;CASA MATRIZ ;ALMACEN CON EXPENDIO DE CECINAS, PRODUCTOS  LACTEOS, PASTELES, EMPANADAS, MASAS DULCES HORNEADAS, PAN DE FABRICAS AUTORIZADAS, ABARROTES, ALIMENTOS CONGELADOS,BEBIDAS, CONFITES, HIERBAS AROMATICAS PARA INFUSION, HELADOS ENV DE FAB.AUT.HUEVO;DEFINITIVA;08-07-2015;07-07-2016;VIGENTE;521112;ALMACENES MEDIANOS (VENTA DE ALIMENTOS);72378;GIRADO
865836;6;76421865;5;SUMINISTROS Y ACCESORIOS PARA LA MINERIA LIMITADA;DOCTOR SOTERO DEL RIO;508;OFICINA;COMERCIAL;02-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPOS Y MATERIALES;DEFINITIVA;10-04-2015;09-04-2016;VIGENTE;515009;VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.C.P.;40206;GIRADO
864491;8;76421911;2;SKYLIGHT PUBLICIDAD LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;05-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE PUBLICIDAD;DEFINITIVA;06-02-2015;06-02-2016;VIGENTE;743001;EMPRESAS DE PUBLICIDAD;22293;GIRADO
864445;4;76422011;0;GASTRONOMIA MEGA LIMITADA;SANTA ROSA;83;LOCAL;COMERCIAL;10-09-2014;CASA MATRIZ ;RESTAURANT;PROVISORIA;05-02-2015;05-02-2016;VIGENTE;552010;RESTAURANTES;86302;GIRADO
850124;6;76422040;4;GESTION EXTERNA S.A.;HUERFANOS;779;OFICINA;COMERCIAL;02-01-2013;SUCURSAL EN LA COMUNA ;OF. ADM. GESTION Y TRAMITACION DE PRESTAMOS;DEFINITIVA;14-01-2013;14-01-2014;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;240025;PAGADO
854820;K;76422040;4;GESTION EXTERNA S.A.;HUERFANOS;779;OFICINA;COMERCIAL;21-12-2005;SUCURSAL EN LA COMUNA ;OFICINA ADMINISTRATIVA;DEFINITIVA;10-09-2013;10-09-2014;VIGENTE;659290;OTROS INSTITUCIONES FINANCIERAS N.C.P.;111177;PAGADO
857399;9;76422040;4;GESTION EXTERNA S.A.;AGUSTINAS;785;OFICINA;COMERCIAL;21-12-2005;SUCURSAL EN LA COMUNA ;GESTION Y TRAMITACION DE PRESTAMOS;DEFINITIVA;13-02-2014;13-02-2015;VIGENTE;659290;OTROS INSTITUCIONES FINANCIERAS N.C.P.;317122;PAGADO
